book_name	author_name
the faithful promiser	john ross macduff
fireside stories for girls in their teens	margaret white eggleston
athalie	robert w. chambers
"mother earth, vol. 1 no. 4, june 1906"	various
outdoor sketching	francis hopkinson smith
the pagan madonna	harold macgrath
baseball joe around the world	lester chadwick
from the car behind	eleanor m. ingram
three women	ella wheeler wilcox
de grondbeginselen der nederlandsche spelling	l. a. te winkel
africa orrenda	mario rapisardi
pan and aeolus: poems	charles hamilton musgrove
hou xiyouji (book 2)	xuahua biao
feituo quanzhuan	zou bixian
lu mu dan quan zhuan	anonymous
tang zhongkui pinguizhuan	dongshan yunzhong daoren
zhuchunyuan xiaoshi	wuhang yeke
agricultural implements and machines in the collection of the	anonymous
national museum of history and technology	john t. schlebecker]
diccionario bagobo-espanol	mateo gisbert
my sword's my fortune	herbert hayens
where deep seas moan	e. gallienne-robin
bird of paradise	ada leverson
an appeal to the british nation on the humanity and policy of	anonymous
property from shipwreck (1825)	william hillary
fairy book	sophie may
"st. john's college, cambridge"	robert forsyth scott
valkoisia oita	f. m. dostojevsky
pung chow	lew lysle harr
the cheerful smugglers	ellis parker butler
that gospel sermon on the blessed hope	dwight lyman moody
the birds	aristophanes
"cours familier de litt,rature (volume 6)"	alphonse lamartine (de)
le japon	charles de montblanc
nero	jacob abbott
chronica de el-rei d. sancho ii	rui de pina
"o oraculo do passado, do presente e do futuro (2/7)"	bento serrano
reis naar de maan in 28 dagen en 12 uren	jules verne
les poesies de sapho de lesbos	sappho
the last american	j. a. mitchell
"an interesting journal of abner stocking of chatham,"	anonymous
connecticut	abner stocking
the rural life problem of the united states	horace curzon plunkett
scènes préhistoriques	j. h. rosny
les corneilles	j. h. rosny
linnuyu	yusheng youhuan
short stories from syros	emmanuel roidis
the young adventurer	horatio alger
nothing to say	q.k. philander doesticks
marvel carbureter and heat control	anonymous
path flower and other verses	olive t. dargan
la becquee	rene boylesve
amparo	manuel fernandez y gonzalez
fang yan	xiong yang
"sketch of the life & services of otho holland williams,"	anonymous
meng xi bi tan	gua shen
wun chung tzu chung shuo	tung wang
kauneuden kirous	w. h. riehl
"the life of napoleon bonaparte, vol. iii"	william milligan sloane
the life of trust: being a narrative of the lord's	anonymous
dealings with george muller	george muller
"golden days for boys and girls, vol. , no. , may , ,"	anonymous
"gas and oil engines, simply explained"	walter c. runciman
the foot-path way	bradford torrey
the talking horse	f. anstey
memoires d'un cambrioleur retire des affaires	arnould galopin
l'illustre corsaire	jean mairet
deux farces inédites attribuées à la reine marguerite	anonymous
de navarre	louis lacour
the praise of a godly woman	hannibal gamon
southern literature from 1579-1895	louise manly
"recueil des exemples de la malice des femmes,"	anonymous
et des malheurs venus à leur occasion	anonymous
little brothers of the air	olive thorne miller
judas	augusto de lacerda
the angel of thought and other poems	ethel allen murphy
manures and the principles of manuring	charles morton aikman
"the works of aphra behn, vol. iv"	aphra behn
roy blakeley's camp on wheels	percy keese fitzhugh
dolly reforming herself	henry arthur jones
"india's problem, krishna or christ"	john p. jones
margot la ravaudeuse	louis-charles fougeret de monbron
ariadne florentina	john ruskin
"la russie en 1839, volume iii (of iv)"	astolphe de custine
"the seventh day sabbath, a perpetual sign"	joseph bates
the wagnerian romances	gertrude hall
william shakespeare	john masefield
record gather zhang	record gather zhang
"mother earth, vol. 1 no. 3, may 1906"	various
fantazius mallare	ben hecht
east of suez	frederic courtland penfield
a soldier in the philippines	needom n. freeman
from slave to college president	godfrey holden pike
electricity for the farm	frederick irving anderson
a pioneer railway of the west	maude ward lafferty
o marquez de pombal á luz da philosophia	angelina vidal
die romantik der chemie	oskar nagel
the discovery of america vol. 1 (of 2)	john fiske
the land of the blessed virgin; sketches and impressions	anonymous
in andalusia	william somerset maugham
some say	laura elizabeth howe richards
what i saw in america	g. k. chesterton
ungdomsdrömmar	zacharias topelius
the raid on the termites	paul ernst
maan puoleen	juhani siljo
waiting for daylight	henry major tomlinson
food for the traveler	dora cathrine cristine liebel roper
operations upon the sea	franz edelsheim
the fulfilment of a dream of pastor hsi's	a. mildred cable
"o oraculo do passado, do presente e do futuro (1/7)"	bento serrano
reis-impressies	louis marie anne couperus
pyrrhus	jacob abbott
little downy	catharine parr traill
woodworking tools 1600-1900	peter c. walsh
an essay on the scriptural doctrine of immortality	james challis
os lusiadas	luís vaz de camões
"the voyage alone in the yawl ""rob roy"""	john macgregor
my father as i recall him	mamie dickens
the critic in the orient	george hamlin fitch
the white mice	richard harding davis
the riflemen of the miami	edward s. ellis
the voyage of the first hessian army from portsmouth to	anonymous
"new york, 1776"	albert pfister and johann gottfried seume
"'brother bosch', an airman's escape from germany"	g.f. knight
moon lore	timothy harley
kuinka anopista päästään	don manuel juan diana
an essay on the antient and modern state of ireland	henry brooke
a woman's will	anne warner
the writing of the short story	lewis worthington smith
eyebright	susan coolidge
the tin box	horatio alger
the minstrel; or the progress of genius	james beattie
himmelsvolk	waldemar bonsels
punicorum libri septemdecim	caius silius italicus
t'ai wan wai chi	jih sheng chiang
niu lang chih nu ch'uan	various
chan kui ch'uan	chang liu
"histoire de la vie et de l'administration de colbert,"	anonymous
cuentos y diálogos	juan valera
the heart of nature	francis younghusband
the life of the party	irvin shrewsbury cobb
jerry's charge account	hazel hutchins wilson
the surprising adventures of bampfylde moore carew	unknown
the la chance mine mystery	susan carleton jones
threny	jan kochanowski
fong shih jian wun ji	yan fong
neugesammelte volkssagen aus dem lande baden	anonymous
und den angrenzenden gegenden	various
die physiologie und psychologie des lachens und	anonymous
des komischen	ewald hecker
man chiang hung	fei yueh
self mastery through conscious autosuggestion	emile coue
"wagner, the wehr-wolf"	george w. m. reynolds
"woman on her own, false gods & the red robe"	eugène brieux
fairy tales of hans christian andersen	hans christian andersen
japanese prints	john gould fletcher
the explorer	w. somerset maugham
modern spiritualism	uriah smith
cheap postage	joshua leavitt
negro folk rhymes	thomas w. talley
the enjoyment of art	carleton noyes
through st. dunstan's to light	james h. rawlinson
political women (vol. 1 of 2)	sutherland menzies
"sonnets, vol. 8"	william shakespeare
pussy and doggy tales	edith nesbit
bethink yourselves	leo tolstoi
the wonder	j. d. beresford
a warwickshire lad	george madden martin
"jours d'épreuve, moeurs bourgeoises"	paul margueritte
wan ruyue	pities the colored master
moron luck	plum rocky mountain
the gate of appreciation	carleton noyes
more peers verses	hilaire belloc
"prof. koch's method to cure tuberculosis popularly treated,"	anonymous
the wooden horse	hugh walpole
laments	jan kochanowski
na smierc	jan gnatowski
"the lost ten tribes, and 1882"	joseph wild
more beasts (for worse children)	hilaire belloc
bad child's book of beasts	hilaire belloc
captain jim	mary grant bruce
an account of the expedition to carthagena	sir charles knowles
geng si bian	tsan liu
guei gu sih you jhih	jing chang yang
jeppe sur la monto	ludvig holberg
fern vale (volume 1)	colin munro
the faith doctor	edward eggleston
historia de teruel	cosme blasco y val
na han	xun lu
xi hu meng xun	dai zhang
seven and nine years among the camanches and apaches	edwin eastman
suspended judgments	john cowper powys
a little country girl	susan coolidge
'our guy'	mrs. e. e. boyd
records of woodhall spa and neighbourhood	j. conway walter
due amori	salvatore farina
il peccato di loreta	alberto boccardi
historic boys	elbridge streeter brooks
fior di passione	matilde serao
infelizes	ana de castro osorio
"fibble, d. d."	irvin shrewsbury cobb
spare hours	john brown
a visit to java	w. basil worsfold
"memoirs and correspondence of admiral lord de saumarez. vol ii,"	anonymous
penny of top hill trail	belle kanaris maniates
"italian harpsichord-building in the th and th centuries,"	anonymous
jiao she pa	ben chan
the stretton street affair	william le queux
select temperance tracts	american tract society
tang five dynasties	guanzhong luo
"oeuvres complètes de lord byron, tome troisieme,"	anonymous
the cavern of the shining ones	hal k. wells
contes d'andersen	hans christian andersen
"adenoids: what they are, how to recognize them,"	anonymous
what to do for them	the united states public health service
kreivi ja karhuntanssittaja	franz hoffmann
a leaf from the old forest	j. d. cossar
"mirror of taste, and dramatic censor, vol. i, no. , june ,"	anonymous
the scholfield wool-carding machines	grace l. rogers
six days on the hurricane deck of a mule	almira stillwell cole
the vaudois of piedmont	john napper worsfold
histoire du canada depuis sa découverte jusqu'à nos jours.	anonymous
tome iv	françois-xavier garneau
histoire du canada depuis sa découverte jusqu'à nos jours.	anonymous
tome iii	françois-xavier garneau
histoire du canada depuis sa découverte jusqu'à nos jours.	anonymous
tome ii	françois-xavier garneau
histoire du canada depuis sa découverte jusqu'à nos jours.	anonymous
tome i	françois-xavier garneau
a pindarick ode on painting	thomas morrison
lyrics from the song-books of the elizabethan age	various
the no breakfast plan and the fasting-cure	edward hooker dewey
"the philippine islands, 1493-1898, vol. 26"	various
'all's well!'	john oxenham
the splash of a drop	a. m. worthington
de negerhut	harriet beecher stowe
shui tiao ge tou	shih su
lao xue an bi ji	you lu
mi tio y mi cura	jean de la brète
litanaiit liturgiillo	anonymous
bi mu yu	aiyuezhuren aiyue
"mother earth, vol. 1 no. 2, april 1906"	various
tobacco in colonial virginia	melvin herndon
when winter comes to main street	grant martin overton
the cattle-baron's daughter	harold bindloss
ancient states and empires	john lord
narrative of a voyage to india; of a shipwreck on	anonymous
new south wales	w. b. cramp
children's books and their illustrators	gleeson white
first history of new brunswick	peter fisher
the eternal wall	raymond zinke gallun
"mirror of taste, and dramatic censor, vol. i, no. , may ,"	anonymous
hsing meng pien yen	hsi tzu chu
chin yun chiao chuan	tsai jen ching hsin
kinematics of mechanisms from the time of watt	eugene s. ferguson
yu zhi ji	zhu ren tian hua zang
gui lian meng	zhu ren su an
the little russian servant	henri greville
the ground plan of the english parish church	a. hamilton thompson
life of rear admiral john randolph tucker	james henry rochelle
historia de una parisiense	octave feuillet
reminiscences of queensland	william henry corfield
technology and books for all	marie lebert
the boy ranchers in death valley	willard f. baker
the boy ranchers on roaring river	willard f. baker
the boy ranchers at spur creek	willard f. baker
the boy ranchers in camp	willard f. baker
the boy ranchers	willard f. baker
gua yi zhi	shi zheng zhang
falco della rupe	giambattista bazzoni
great pirate stories	various
the risk profession	donald edwin westlake
nan bu xin shu	yi qian
wu de ji	guang wei liu
the dodge club	james de mille
